ID,Homesapp,Easybroker,Tokko,Disponible,Zona,Condominio,Piso,Tipo,Unidad,Recámaras ,Baños, 6 meses, 12 meses,Comision,Disponibilidad,Plazo Minimo,PetF,Subarriendo,Ficha,Check In,Check out,Especiales,Info General,Tour Virtual,Ubicacion,Drive,Luz,Agua,Internet,HOA,Gas
931,TRUE,TRUE,TRUE,Disponible,Holistika,Ahal II,Primer Piso,Departamento,1,2,2," $ 25,000 "," $ 25,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/K6iqLEaDn9ySNSRA8,https://drive.google.com/drive/folders/17cMA-o3mHtiCU_J3Z8a1rePa3wg8FM3w?usp=sharing,FALSE,FALSE,FALSE,TRUE,FALSE
977,FALSE,TRUE,TRUE,Disponible,Holistika,Casa Noni,Planta baja,Villa,,3,3.5," $ 48,000 "," $ 48,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
846,FALSE,TRUE,TRUE,Disponible,Holistika,Villa Tuunich,Planta baja,Villa,,2,2.5," $ 38,000 "," $ 36,000 ",Completa,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
740,FALSE,TRUE,TRUE,Disponible,km 8 Tulum/Coba,Casa Arekas,Planta baja,Casa,,2,2," $ 28,000 "," $ 28,000 ",Completa,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
10,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Primer Piso,Departamento,207,2,2," $ 36,000 "," $ 36,000 ",Referido 20%,Fecha a consultar,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/vDQmKojEWue8TFhC7,https://drive.google.com/drive/folders/1Aprv5QvcSrNC5RpmlwXCjl4EmdZhkc_m?usp=drive_link,FALSE,TRUE,TRUE,TRUE,FALSE
11,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Primer Piso,Departamento,208,2,2," $ 36,000 "," $ 35,000 ",Referido 20%,Fecha a consultar,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/vDQmKojEWue8TFhC7,https://drive.google.com/drive/folders/1DKsJGJ_X84029Ey5K7ZiRGCLVSlf1cgc?usp=drive_link,FALSE,TRUE,TRUE,TRUE,FALSE
27,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Planta baja,Casa,Villa 1,4,4," $ 160,000 "," $ 160,000 ",Referido 20%,Fecha a consultar,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/vDQmKojEWue8TFhC7,,FALSE,TRUE,TRUE,TRUE,FALSE
127,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,PenThouse,studio PH,412,0,1," $ 16,000 "," $ 16,000 ",Completa,Fecha a consultar,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/vDQmKojEWue8TFhC7,https://drive.google.com/drive/folders/1DJJ1xiaSLtNWgFZHyj5FiLiG4Oq__ovl?usp=drive_link,FALSE,TRUE,TRUE,TRUE,FALSE
130,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Primer Piso,Studio,H13,0,1," $ 14,000 "," $ 14,000 ",Referido 20%,Fecha a consultar,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/vDQmKojEWue8TFhC7,,FALSE,TRUE,TRUE,TRUE,FALSE
248,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,PenThouse,studio PH,406,0,1," $ 26,000 "," $ 26,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/vDQmKojEWue8TFhC7,https://drive.google.com/drive/folders/1pMFVW5i9xhTbir8Cn4owJGldXMUflfCx,FALSE,FALSE,FALSE,TRUE,FALSE
277,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Segundo Piso,Studio,401,0,1," $ 15,000 "," $ 15,000 ",Referido 20%,Inmediata,12 meses,Si,No acepta,,,,,up,Hecho,https://maps.app.goo.gl/4CpeTN5wRe4BcERd8,https://drive.google.com/drive/folders/10xXUZpzaqOhAOZIg2Xs975aFJSKmgALP?usp=sharing,FALSE,FALSE,FALSE,TRUE,FALSE
454,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Planta baja,Departamento,111,2,2," $ 38,000 "," $ 38,000 ",Referido 20%,Inmediata,12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/H7BxhAsGcC1Q5Uxr6,https://drive.google.com/drive/folders/1ZYRJHf2q3G-MRjBmL2v5VnijTvscB5YZ?hl=es,FALSE,FALSE,TRUE,TRUE,FALSE
650,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Primer Piso,Departamento,204,2,2," $ 30,000 "," $ 30,000 ",Referido 20%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
664,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Planta baja,Villa,#7,3,3," $ 140,000 "," $ 140,000 ",Referido 20%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
969,FALSE,TRUE,TRUE,Disponible,Kukulkan,Adora,Primer Piso,Departamento,206,2,2," $ 35,000 "," $ 35,000 ",Referido 20%,Inmediata,6/12 meses,,,,,,,up,Hecho,,,FALSE,FALSE,FALSE,TRUE,FALSE
694,FALSE,TRUE,TRUE,Disponible,Kukulkan,Blue Luxury,Planta baja,Departamento,,1,1," $ 14,500 "," $ 13,000 ",Referido 10%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
695,FALSE,TRUE,TRUE,Disponible,Kukulkan,Blue Luxury,PenThouse,PentHouse,,2,2," $ 35,000 "," $ 35,000 ",Referido 10%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
182,FALSE,TRUE,TRUE,Disponible,Kukulkan,Chaac,PenThouse,studio PH,315,0,1," $ 18,500 "," $ 18,500 ",Referido 10%,Inmediata,6/12 meses,Solo mini,No acepta,,,,,,Falta tour,,https://drive.google.com/drive/u/0/folders/1T6XnJjmjmgy8g3zlPcENUcXLoV_LMU4V,FALSE,FALSE,FALSE,TRUE,FALSE
217,FALSE,TRUE,TRUE,Disponible,Kukulkan,Chaac,Planta baja,Studio,116,0,1," $ 15,000 "," $ 15,000 ",Referido 10%,Inmediata,6/12 meses,No,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/PERT41Uf2g2Uhqow6,https://drive.google.com/drive/u/0/folders/1aHgSxao7NHDtLJP5jwsGt2FgywXmCT-8,FALSE,FALSE,FALSE,TRUE,FALSE
326,FALSE,TRUE,TRUE,Disponible,Kukulkan,Chaac,Segundo Piso,Studio,222,0,1," $ 15,000 "," $ 15,000 ",Completa,Inmediata,6/12 meses,No,No acepta,,,,,,Falta tour,Chaac DK, https://drive.google.com/drive/folders/1gAxQs-4NjD4yOPIZbEaANXEvA0Okl1pe?usp=sharing,TRUE,FALSE,FALSE,TRUE,FALSE
811,FALSE,TRUE,TRUE,Disponible,Kukulkan,Loch Condo,Tercer Piso,Departamento,401,1,1," $ 18,000 "," $ 18,000 ",Completa,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
952,TRUE,TRUE,TRUE,Disponible,Kukulkan,Loch Condo,Primer Piso,Studio,104,0,1," $ 10,000 "," $ 10,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
953,TRUE,TRUE,TRUE,Disponible,Kukulkan,Loch Condo,Segundo Piso,Studio,223,0,1," $ 12,000 "," $ 12,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
508,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Planta baja,Departamento,E104,2,2," $ 35,000 "," $ 35,000 ",Referido 20%,Inmediata,6/12 meses,Consultar,,,,,,up,https://kuula.co/share/collection/7ZmHL?logo=0&info=0&fs=1&vr=1&sd=1&initload=0&thumbs=1,https://maps.app.goo.gl/QNCdx4CZpnn2sejt5,https://drive.google.com/drive/folders/1a6HFJfTiRlmej7SOK69GBYtnqkEvyPC_?usp=share_link,FALSE,FALSE,FALSE,TRUE,FALSE
555,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Primer Piso,Departamento,A201,2,2," $ 35,000 "," $ 35,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/3MDMBzRWqMVGwwvh8,https://drive.google.com/drive/folders/10rCN-dYukjlsmKp7rmji9nIEZSpiAafe,FALSE,TRUE,TRUE,TRUE,FALSE
556,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Primer Piso,Departamento,H201,2,2," $ 40,000 "," $ 40,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/3MDMBzRWqMVGwwvh8,https://drive.google.com/drive/folders/1TjRenLoavK3h90xVPVl8dr1Ix0eP4oca,FALSE,TRUE,TRUE,TRUE,FALSE
557,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Primer Piso,Departamento,H204,2,2," $ 40,000 "," $ 40,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/3MDMBzRWqMVGwwvh8,https://drive.google.com/drive/folders/1VaqCrdADXqndKadSQtpvTEYP4sLVf1tv,FALSE,TRUE,TRUE,TRUE,FALSE
577,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,PenThouse,PentHouse,B303,3,3," $ 73,000 "," $ 68,000 ",Referido 20%,Inmediata,6/12 meses,Consultar,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/3MDMBzRWqMVGwwvh8,https://drive.google.com/drive/folders/10-GnGdOI8i9xhToD-nsxozJYSIvArrEe,FALSE,TRUE,TRUE,TRUE,FALSE
578,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Planta baja,Studio,F103,0,1," $ 25,000 "," $ 25,000 ",Referido 20%,Inmediata,6/12 meses,Consultar,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/3MDMBzRWqMVGwwvh8,https://drive.google.com/drive/folders/10_1JZ-ke8eVG8htogC-Hq2OQuBbz6Fg_,FALSE,TRUE,TRUE,TRUE,FALSE
633,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Primer Piso,Departamento,A204,2,2," $ 45,000 "," $ 45,000 ",Referido 20%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
661,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Segundo Piso,Departamento,B201,2,2," $ 45,000 "," $ 45,000 ",Referido 20%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
731,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Tercer Piso,Departamento,D303,3,3," $ 70,000 "," $ 70,000 ",Referido 20%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
732,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Tercer Piso,PentHouse,G301,3,3," $ 60,000 "," $ 60,000 ",Referido 20%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
819,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,PenThouse,PentHouse,D301,3,3," $ 60,000 "," $ 60,000 ",Referido 20%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
835,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Primer Piso,Departamento,D201,2,2," $ 35,000 "," $ 35,000 ",Referido 20%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
848,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,PenThouse,PentHouse,D302,3,3," $ 55,000 "," $ 50,000 ",Referido 20%,Inmediata,6/12 meses,Si,Acepta,,,,,,Falta tour,,,,,,,
850,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Segundo Piso,Departamento,J303,2,2," $ 45,000 "," $ 40,000 ",Referido 20%,Inmediata,6/12 meses,Si,Acepta,,,,,,Falta tour,,,,,,,
852,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Primer Piso,Departamento,F201,1,1," $ 35,000 "," $ 35,000 ",Referido 20%,Inmediata,6/12 meses,Si,Acepta,,,,,,Falta tour,,,,,,,
939,TRUE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Tercer Piso,PentHouse,H303,3,3," $ 60,000 "," $ 60,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
945,TRUE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,PenThouse,PentHouse,A302,3,3," $ 45,000 "," $ 45,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
946,TRUE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Planta baja,Departamento,B101,2,2," $ 35,000 "," $ 35,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
989,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Tercer Piso,PentHouse,H301,3,3," $ 50,000 "," $ 50,000 ",Referido 20%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
992,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum,Planta baja,Departamento,G104,2,2," $ 38,000 "," $ 38,000 ",Referido 20%,Inmediata,6/12 meses,Si,Acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
851,FALSE,TRUE,TRUE,Disponible,Kukulkan,Mistiq Tulum ,Segundo Piso,Departamento,B204,2,2," $ 45,000 "," $ 45,000 ",Referido 20%,Inmediata,6/12 meses,Si,Acepta,,,,,,Falta tour,,,,,,,
929,TRUE,TRUE,TRUE,Disponible,Kukulkan,Naia ,,Studio,B13,0,1," $ 10,000 "," $ 10,000 ",Referido 20%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
780,FALSE,TRUE,TRUE,Disponible,Kukulkan,Noil Villas,Planta baja,Villa,2C (sin muebles),3,3," $ 22,000 "," $ 22,000 ",Completa,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
364,FALSE,TRUE,TRUE,Disponible,Kukulkan,Waves,Tercer Piso,Departamento,F305,2,2," $ 25,000 "," $ 22,000 ",Compartido 50%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/FiuvKYkzMRyRYJgUA,https://drive.google.com/drive/u/3/folders/1wM2Xs8qU4aVlyMFUEkBgR_FIIluBfKhk,FALSE,FALSE,FALSE,TRUE,FALSE
392,FALSE,FALSE,FALSE,Disponible,Kukulkan,Waves,Planta baja,Studio,sp103,0,1," $ 16,000 "," $ 15,000 ",Completa,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/vCR4aQcfgpKgVso86,https://drive.google.com/drive/folders/1Dfw0Czb7puVRbfACn0w5xRO6UXNsnr2l?usp=sharing,FALSE,FALSE,FALSE,FALSE,FALSE
416,FALSE,TRUE,TRUE,Disponible,Kukulkan,Waves,Segundo Piso,Departamento,F314,2,1," $ 25,000 "," $ 22,000 ",Compartido 50%,Inmediata,6/12 meses,,,,,,,,Falta tour,https://maps.app.goo.gl/FiuvKYkzMRyRYJgUA,https://drive.google.com/drive/u/3/folders/1A-ZuRO_p4WQoI39fTk10NTus5c-_F9cm,FALSE,FALSE,FALSE,TRUE,FALSE
960,TRUE,TRUE,TRUE,Disponible,La Veleta,AAK,Planta baja,Departamento,l1,1,1," $ 15,000 "," $ 15,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
767,FALSE,TRUE,TRUE,Disponible,La Veleta,Acinte,Planta baja,Departamento,A8,1,1," $ 12,000 "," $ 12,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
42,FALSE,TRUE,TRUE,Disponible,La Veleta,Acinte by ENDEMICO,PenThouse,PentHouse,Ph6,2,2," $ 25,000 "," $ 25,000 ",Referido 10%,Fecha a consultar,6 meses,Si,No acepta,,,,,,Falta tour,,https://drive.google.com/drive/folders/1ayWNC_N4ykuBt0sDdb-pmlbKlyg7ct2G,FALSE,FALSE,FALSE,TRUE,FALSE
901,TRUE,TRUE,TRUE,Disponible,La Veleta,Acinte by endemico,Primer Piso,Departamento,#B1,1,1," $ 15,000 "," $ 15,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,,,,,
201,FALSE,TRUE,TRUE,Disponible,La Veleta,Acinte by Endémico,PenThouse,PentHouse,,2,3," $ 25,000 "," $ 25,000 ",Referido 10%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,TRUE,TRUE,TRUE,FALSE
878,TRUE,TRUE,TRUE,Disponible,La Veleta,Asana ,Planta baja,Casa,1,4,4," $ 50,000 "," $ 50,000 ",Referido 20%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,,,,,
730,FALSE,TRUE,TRUE,Disponible,La Veleta,Asana Leaf ,Planta baja,Casa,Casa 1,4,4," $ 60,000 "," $ 60,000 ",Completa,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
855,FALSE,TRUE,TRUE,Disponible,La Veleta,Asana Leaf ,Planta baja,Casa,#4,4,4," $ 70,000 "," $ 70,000 ",Referido 20%,Inmediata,6/12 meses,Si,Acepta,,,,,,Falta tour,,,,,,,
350,FALSE,TRUE,TRUE,Disponible,La Veleta,Atipika ,PenThouse,studio PH,302,0,1," $ 17,000 "," $ 16,000 ",Completa,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/N8sxvsCnvBuXsRxH8,https://drive.google.com/drive/folders/1kuKP9lQMGRCz8kwrVRbsHE3sxCnEzpy5?usp=sharing,FALSE,FALSE,FALSE,TRUE,FALSE
316,FALSE,TRUE,FALSE,Disponible,La Veleta,Blue Luxury,Primer Piso,Departamento,101 B,1,1," $ 20,000 "," $ 19,000 ",Completa,Inmediata,6/12 meses,Si,No acepta,,,,,up,https://kuula.co/post/n1/collection/7cvcs,Blue Luxury Kukulkan, https://drive.google.com/drive/folders/1bQmKkO3XXhWKHOBrzgy1WwWU5k-j7qGk?usp=sharing ,TRUE,FALSE,FALSE,TRUE,FALSE
941,TRUE,TRUE,TRUE,Disponible,La Veleta,Blue Luxury,Primer Piso,Departamento,#103E,1,1," $ 13,000 "," $ 13,000 ",Referido 10%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
903,TRUE,TRUE,TRUE,Disponible,La Veleta,Boni Gardens,Segundo Piso,Departamento,201,1,1," $ 16,000 "," $ 16,000 ",Referido 20%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,,,,,
136,FALSE,TRUE,TRUE,Disponible,La Veleta,Cacao,Segundo Piso,Studio,C101,0,1," $ 12,500 "," $ 12,500 ",Completa,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/PtyZbqW4kEjp1zQ17,,FALSE,TRUE,FALSE,TRUE,FALSE
221,FALSE,TRUE,TRUE,Disponible,La Veleta,Cacao,Planta baja,Studio,C102,0,1," $ 13,000 "," $ 13,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
249,FALSE,FALSE,FALSE,Disponible,La Veleta,Cacao,Primer Piso,Studio,203A,0,1," $ 10,000 "," $ 10,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
274,FALSE,TRUE,FALSE,Disponible,La Veleta,Cacao,Primer Piso,Studio,204A,0,1," $ 10,000 "," $ 10,000 ",Referido 20%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/bcWrQn5EtN3Xq9536,https://drive.google.com/drive/folders/1nu-76Stfu3EB9P77ao2nl-47aAtTrk-L?usp=drive_link,TRUE,FALSE,FALSE,TRUE,FALSE
520,FALSE,TRUE,TRUE,Disponible,La Veleta,Cacao,PenThouse,studio PH,C302,0,1," $ 12,000 "," $ 12,000 ",Completa,Inmediata,6/12 meses,Consultar,Acepta,,,,,,Falta tour,https://maps.app.goo.gl/hUwG4NGrSpQKrWFr7,https://drive.google.com/drive/folders/17mkNo5xu4rR9D9k2oS_oui8qQEmJnWNY?usp=share_link,FALSE,FALSE,FALSE,TRUE,FALSE
656,FALSE,TRUE,TRUE,Disponible,La Veleta,Cacao,Planta baja,Studio,E101,0,1," $ 10,000 "," $ 10,000 ",Completa,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
682,FALSE,TRUE,TRUE,Disponible,La Veleta,Cacao ,Planta baja,Studio,C104,0,1," $ 13,000 "," $ 13,000 ",Referido 20%,Inmediata,6/12 meses,No,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
807,FALSE,TRUE,TRUE,Disponible,La Veleta,Cacao Tulum,Primer Piso,Departamento,D202,1,1," $ 18,000 "," $ 18,000 ",Completa,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
317,FALSE,TRUE,TRUE,Disponible,La Veleta,Casa armonia ,Planta baja,Casa,,5,5," $ 72,000 "," $ 72,000 ",Referido 10%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,Casa Armonia,FALSE,FALSE,FALSE,TRUE,FALSE
893,TRUE,TRUE,TRUE,Disponible,La Veleta,Casa Imox,Planta baja,Studio,01B,0,1," $ 14,000 "," $ 14,000 ",Referido 20%,Inmediata,6/12 meses,Consultar,,,,,,,Falta tour,,,,,,,
894,TRUE,TRUE,TRUE,Disponible,La Veleta,Casa Imox,Primer Piso,Studio,202B,0,1," $ 9,500 "," $ 9,500 ",Referido 20%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,,,,,
823,FALSE,TRUE,TRUE,Disponible,La Veleta,CASA LAURA,Primer Piso,Casa,,1,1," $ 18,000 "," $ 18,000 ",Completa,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
573,FALSE,TRUE,TRUE,Disponible,La Veleta,Casa Libelula,Planta baja,Casa,,5,4," $ 75,000 "," $ 75,000 ",Referido 10%,Inmediata,6/12 meses,Si,Acepta,,,,remodelando la alberca,,Falta tour,https://maps.app.goo.gl/EqgXyiSLToBooxMXA,https://drive.google.com/drive/folders/1tNF38QmfSR77-iDnwRsXdoq3AfCgykID,FALSE,FALSE,FALSE,FALSE,FALSE
361,FALSE,TRUE,TRUE,Disponible,La Veleta,Central Park ,PenThouse,PentHouse,E,3,3," $ 50,000 "," $ 50,000 ",Referido 10%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/8XgH28Tyqj5yGSAz6,https://drive.google.com/drive/folders/1deFq2xlBUyyY3qr5rTJDtt3PmW6af2hK?usp=sharing,TRUE,FALSE,FALSE,TRUE,FALSE
535,FALSE,TRUE,TRUE,Disponible,La Veleta,Central Park Lagunas,Planta baja,Studio,E101,0,1," $ 13,000 "," $ 12,500 ",Referido 10%,Inmediata,6/12 meses,Si,Acepta,,,,,,Falta tour,https://maps.app.goo.gl/fBzioaDmHV5DhRgk9,https://drive.google.com/drive/folders/1io1LBK-A7O9vRJJQj9NRCWAMp6YhQRUb,FALSE,FALSE,FALSE,TRUE,FALSE
1002,FALSE,TRUE,TRUE,Disponible,La Veleta,Central Park Lagunas,Planta baja,Studio,A112,0,1," $ 12,000 "," $ 12,000 ",Referido 20%,Inmediata,6/12 meses,,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
158,FALSE,TRUE,TRUE,Disponible,La Veleta,Central Park Lagunas ,Segundo Piso,Studio,C205,0,1," $ 13,000 "," $ 12,000 ",Completa,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,https://drive.google.com/drive/u/0/folders/1hF391KCu_4OoO8fwH6NwEUo6yoznsety,FALSE,FALSE,FALSE,TRUE,FALSE
653,FALSE,TRUE,TRUE,Disponible,La Veleta,Coco Village,Planta baja,Departamento,C1,2,2," $ 22,000 "," $ 20,000 ",Completa,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
718,FALSE,TRUE,TRUE,Disponible,La Veleta,Condos Che 721,Planta baja,Departamento,,2,2," $ 22,000 "," $ 22,000 ",Referido 10%,Inmediata,6/12 meses,Si,,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
625,FALSE,TRUE,TRUE,Disponible,La Veleta,Condos Ocho,PenThouse,PentHouse,B5,3,2," $ 24,000 "," $ 24,000 ",Completa,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
336,FALSE,TRUE,TRUE,Disponible,La Veleta,Cordelia,Planta baja,Departamento,B3,2,2," $ 20,000 "," $ 17,000 ",Referido 10%,Inmediata,12 meses,Si,No acepta,,,,,,Falta tour,https://maps.app.goo.gl/1qW1qAUYXGFUr1Fo9,https://drive.google.com/drive/folders/1xtlhZzhJ7ITgBBLDyVZ5DmBsiC5ijvCi?usp=sharing,TRUE,FALSE,FALSE,TRUE,FALSE
393,FALSE,TRUE,TRUE,Disponible,La Veleta,Cordelia,Planta baja,Departamento,B4,2,2," $ 25,000 "," $ 23,500 ",Referido 10%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,FALSE,FALSE
111,FALSE,TRUE,TRUE,Disponible,La Veleta,Cuatro Cielos Tulum,Planta baja,Villa,Villa Sur,2,2," $ 50,000 "," $ 45,000 ",Referido 10%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
112,FALSE,TRUE,TRUE,Disponible,La Veleta,Cuatro Cielos Tulum,Planta baja,Villa,Villa Oeste,2,2," $ 50,000 "," $ 45,000 ",Referido 10%,Inmediata,6/12 meses,Si,No acepta,,,,,,Falta tour,,,FALSE,FALSE,FALSE,TRUE,FALSE
224,FALSE,TRUE,TRUE,Disponible,La Veleta,DK Tulum,Planta baja,Departamento,6,1,1," $ 12,000 "," $ 12,000 ",Referido 10%,Inmediata,6/12 meses,Si,No acepta,,,,,up,https://kuula.co/post/n1/collection/7ccQb,,,FALSE,FALSE,FALSE,TRUE,FALSE
